name_raw,name_family,name_first,title,fraction,period,state
Wabl Andreas,Wabl,Andreas,NA,GRÜNE,XVII,St
Wache Wilhelm,Wache,Wilhelm,NA,SdP,IV,N
Wagner Johann,Wagner,Johann,NA,CSP,IV,B
Wagner Josef,Wagner,Josef,NA,CSP,IV,St
"Wagner Josef, Dr.",Wagner,Josef,Dr.,CSP,I,N
"Wagner Otto, Dr.",Wagner,Otto,Dr.,GdP,III,N
Wagner Petra,Wagner,Petra,NA,FPÖ,XXVI,BWV
"Waihs Erwin, Dr.",Waihs,Erwin,Dr.,CSP,I,N
Walch Maximilian,Walch,Maximilian,NA,F,XXII,O
Walcher Franz,Walcher,Franz,NA,SPÖ,V,K
"Waldbrunner Karl, Dipl.-Ing.",Waldbrunner,Karl,Dipl.-Ing.,SPÖ,V,W
Walla Michael,Walla,Michael,NA,ÖVP,V,1
Wallisch Koloman,Wallisch,Koloman,NA,SdP,IV,St
Wallisch Paula,Wallisch,Paula,NA,SPÖ,V,St
Wallner Josef,Wallner,Josef,NA,ÖVP,VI,N
Wallner Josef,Wallner,Josef,NA,ÖVP,IX,St
Wallner Kurt,Wallner,Kurt,NA,SPÖ,XVIII,St
"Walser Harald, Dr.",Walser,Harald,Dr.,GRÜNE,XXIV,V
Walther Heidrun,Walther,Heidrun,NA,SPÖ,XXII,St
Wancura Johann Thomas,Wancura,Johann Thomas,NA,CSP,II,1
"Waneck Friedrich, Dr.",Waneck,Friedrich,Dr.,GdP,I,W
"Wappis Elisabeth, Dr.",Wappis,Elisabeth,Dr.,ÖVP,XVII,K
Wassermann Sandra,Wassermann,Sandra,NA,FPÖ,XXVI,K
Wastl Hans,Wastl,Hans,NA,SPÖ,X,B
Wattaul Anton,Wattaul,Anton,NA,F,XXI,N
Weber Anton,Weber,Anton,NA,SdP,I,W
"Weber Franz, Dr.",Weber,Franz,Dr.,ÖVP,VIII,3
"Weber Johann, Ing.",Weber,Johann,Ing.,ÖVP,XXVII,K
Weber Rosa,Weber,Rosa,NA,SPÖ,IX,W
Wechner Hedwig,Wechner,Hedwig,NA,SPÖ,XXIII,T
Wedenig Ferdinand,Wedenig,Ferdinand,NA,SPÖ,V,K
Wedenig Karl,Wedenig,Karl,NA,ÖVP,XII,W
Wegscheider Susanne,Wegscheider,Susanne,NA,ÖVP,XXII,O
"Weidenhoffer Emanuel, Dr.",Weidenhoffer,Emanuel,Dr.,CSP,II,4
Weidenholzer Johann,Weidenholzer,Johann,NA,CSP,IV,O
Weidinger Anton,Weidinger,Anton,NA,ÖVP,IX,St
"Weidinger Peter, Mag.",Weidinger,Peter,Mag.,ÖVP,XXVI,K
Weigerstorfer Ulrike,Weigerstorfer,Ulrike,NA,STRONACH,XXV,BWV
"Weigl Richard, Ing.",Weigl,Richard,Ing.,CSP,I,N
"Weihs Oskar, Dipl.-Ing. Dr.",Weihs,Oskar,Dipl.-Ing. Dr.,SPÖ,IX,4
Weikhart Eduard,Weikhart,Eduard,NA,SPÖ,V,W
Weinberger Helmut,Weinberger,Helmut,NA,SPÖ,XIV,T
Weinberger Lois,Weinberger,Lois,NA,ÖVP,V,W
Weindl Anton,Weindl,Anton,NA,ÖVP,VI,O
Weinhandl Alois,Weinhandl,Alois,NA,CSP,I,St
Weinmayer Leopold,Weinmayer,Leopold,NA,ÖVP,VII,N
"Weinmeier Wilhelm, Ing.",Weinmeier,Wilhelm,Ing.,F,XXI,N
"Weinzinger Brigid, Mag.",Weinzinger,Brigid,Mag.,GRÜNE,XXII,N
Weinzinger Lutz,Weinzinger,Lutz,NA,FPÖ,XXIII,O
Weiß Josef,Weiß,Josef,NA,CSP,I,O
"Weiß Ludwig, Dipl.-Ing. Dr.",Weiß,Ludwig,Dipl.-Ing. Dr.,ÖVP,VIII,K
Weiser Kajetan,Weiser,Kajetan,NA,SdP,I,O
"Weiskirchner Richard, Dr. Dr. h.c.",Weiskirchner,Richard,Dr. Dr. h.c.,CSP,I,W
"Weismann Leopold, Dr.",Weismann,Leopold,Dr.,ÖVP,VIII,O
"Weißmann Walther, Dipl.-Kfm. Dr.",Weißmann,Walther,Dipl.-Kfm. Dr.,ÖVP,VIII,K
"Weiss Helmuth, Mag.",Weiss,Helmuth,Mag.,FPÖ,XVII,N
Weisz Robert,Weisz,Robert,NA,SPÖ,XI,W
Wendl Franz,Wendl,Franz,NA,SdP,IV,St
Wendl Sepp,Wendl,Sepp,NA,SPÖ,V,St
Weninger Hannes,Weninger,Hannes,NA,SPÖ,XXIII,N
Wenitsch Robert,Wenitsch,Robert,NA,F,XIX,N
Wense Ernst,Wense,Ernst,NA,CSP,II,1
"Weratschnig Hermann, MBA MSc",Weratschnig,Hermann,MBA MSc,GRÜNE,XXVII,T
Werner Max,Werner,Max,NA,HB,IV,3
"Westenthaler Peter, Ing.",Westenthaler,Peter,Ing.,F,XXI,W
Westreicher Hugo,Westreicher,Hugo,NA,ÖVP,XII,3
Widholz Laurenz,Widholz,Laurenz,NA,SdP,I,W
"Widmann Rainer, Mag.",Widmann,Rainer,Mag.,BZÖ,XXIV,O
Widmayer Heinrich,Widmayer,Heinrich,NA,SPÖ,V,N
Wiedenhofer Josef,Wiedenhofer,Josef,NA,SdP,I,W
Wielandner Hermann,Wielandner,Hermann,NA,SPÖ,X,S
Wieninger Josef,Wieninger,Josef,NA,CSP,II,W
Wieser Helga,Wieser,Helga,NA,ÖVP,XIII,2
"Wiesinger Ernst, Dipl.-Ing.",Wiesinger,Ernst,Dipl.-Ing.,ÖVP,X,N
"Wiesinger Günther, Dr.",Wiesinger,Günther,Dr.,ÖVP,XIII,W
Wiesmaier Josef,Wiesmaier,Josef,NA,CSP,I,O
Wille Josef,Wille,Josef,NA,SPÖ,XIII,T
Willi Georg,Willi,Georg,NA,GRÜNE,XXV,T
"Willinger Franz, Ing.",Willinger,Franz,Ing.,SPÖ,XIII,St
Wimberger Alois,Wimberger,Alois,NA,SPÖ,V,O
Wimmer Elias,Wimmer,Elias,NA,CSP,IV,B
Wimmer Johann,Wimmer,Johann,NA,CSP,II,O
Wimmer Matthias,Wimmer,Matthias,NA,GdP,I,RSM
Wimmer Petra,Wimmer,Petra,NA,SPÖ,XXVI,O
Wimmer Rainer,Wimmer,Rainer,NA,SPÖ,XVIII,O
Wimmer Walter,Wimmer,Walter,NA,SPÖ,XIV,O
Wimmersberger Anton,Wimmersberger,Anton,NA,ÖVP,XIV,O
Windbüchler-Souschill Tanja,Windbüchler-Souschill,Tanja,NA,GRÜNE,XXIV,N
Windholz Ernest,Windholz,Ernest,NA,F,XXI,N
"Windisch Franz, Ing.",Windisch,Franz,Ing.,ÖVP,XXIV,W
Windsteig Johann,Windsteig,Johann,NA,SPÖ,XII,N
Winkler Ernst,Winkler,Ernst,NA,SPÖ,VIII,N
"Winkler Franz, Ing.",Winkler,Franz,Ing.,LBd,IV,St
Winkler Herta,Winkler,Herta,NA,SPÖ,X,St
"Winkler Josef, Ing.",Winkler,Josef,Ing.,ÖVP,XXII,K
"Winsauer Ernst, Ing.",Winsauer,Ernst,Ing.,CSP,III,V
"Winsauer Werner, Dipl.-Ing.",Winsauer,Werner,Dipl.-Ing.,ÖVP,XVI,V
"Winter Otto, Dr.",Winter,Otto,Dr.,SPÖ,IX,T
"Winter Susanne, Dr.",Winter,Susanne,Dr.,FPÖ,XXIV,St
Winterer Franz,Winterer,Franz,NA,SPÖ,V,N
"Winzig Angelika, Dr.",Winzig,Angelika,Dr.,ÖVP,XXV,BWV
"Withalm Hermann, Dr.",Withalm,Hermann,Dr.,ÖVP,VII,N
Witrisal Alois,Witrisal,Alois,NA,ÖVP,V,St
Wittauer Klaus,Wittauer,Klaus,NA,F,XXI,BWV
Witternigg Josef,Witternigg,Josef,NA,SdP,I,S
"Wittmann Peter, Dr.",Wittmann,Peter,Dr.,SPÖ,XXI,BWV
Witzany Franz,Witzany,Franz,NA,OK,I,St
Witzany Hans,Witzany,Hans,NA,SdP,I,O
"Wochesländer Jutta, Dr.",Wochesländer,Jutta,Dr.,F,XXI,N
Wodica Anton,Wodica,Anton,NA,SPÖ,X,N
Wöginger August,Wöginger,August,NA,ÖVP,XXII,O
Wohlschlager Sandra,Wohlschlager,Sandra,NA,FPÖ,XXVI,O
Wolf Helmut,Wolf,Helmut,NA,SPÖ,XV,V
Wolf Johann,Wolf,Johann,NA,ÖVP,XV,B
Wolf Leopold,Wolf,Leopold,NA,SPÖ,V,O
Wolf Richard,Wolf,Richard,NA,SPÖ,V,St
"Wölfler Alois, Mag.",Wölfler,Alois,Mag.,ÖVP,V,4
"Wolfmayr Andrea, Dr. siehe Wolfmayr Andrea, Mag. Dr.",Wolfmayr,Andrea,Dr.,ÖVP,XXI,St
"Wolfmayr Andrea, Mag. Dr.",Wolfmayr,Andrea,Mag. Dr.,ÖVP,XXI,St
Wolfmayr Hans,Wolfmayr,Hans,NA,SPÖ,XVIII,O
Wollek Richard,Wollek,Richard,NA,CSP,I,N
Wollinger Karl,Wollinger,Karl,NA,GdP,I,B
Wondrack Gertrude,Wondrack,Gertrude,NA,SPÖ,XI,W
Wörndl Heidelore,Wörndl,Heidelore,NA,SPÖ,XVI,S
Woschitz Anton,Woschitz,Anton,NA,SPÖ,XV,K
"Wotawa August, Dr.",Wotawa,August,Dr.,GdP,III,W
Wuganigg Viktor,Wuganigg,Viktor,NA,SPÖ,XII,St
Wührer Alois,Wührer,Alois,NA,ÖVP,VII,O
Wunder Gottfried,Wunder,Gottfried,NA,ÖVP,VII,K
Wunsch Oskar,Wunsch,Oskar,NA,CSP,I,RSM
"Wurm Gisela, Mag.",Wurm,Gisela,Mag.,SPÖ,XVIII,T
Wurm Peter,Wurm,Peter,NA,FPÖ,XXV,T
Wurmitzer Georg,Wurmitzer,Georg,NA,ÖVP,XIX,K
"Yildirim Selma, Mag.",Yildirim,Selma,Mag.,SPÖ,XXVI,T
Yılmaz Nurten,Yılmaz,Nurten,NA,SPÖ,XXV,W
Zach Alexander,Zach,Alexander,NA,SPÖ,XXIII,BWV
"Zadić Alma, Dr., LL.M.",Zadić,Alma,"Dr., LL.M.",PILZ,XXVI,BWV
"Zakostelsky Andreas, Mag.",Zakostelsky,Andreas,Mag.,ÖVP,XXV,BWV
Zangel Josef,Zangel,Josef,NA,LBd,III,St
Zanger Wolfgang,Zanger,Wolfgang,NA,FPÖ,XXIII,St
Zankl Hubert,Zankl,Hubert,NA,SPÖ,X,K
Zarboch Rudolf,Zarboch,Rudolf,NA,GdP,II,2
Zarits Christoph,Zarits,Christoph,NA,ÖVP,XXVI,B
Zaun Fritz,Zaun,Fritz,NA,GRÜNE,XVII,N
Zauner Josef,Zauner,Josef,NA,CSP,I,O
"Zechmann Heinrich, Dr.",Zechmann,Heinrich,Dr.,FPÖ,VIII,K
"Zechner Leopold, Dr.",Zechner,Leopold,Dr.,SPÖ,V,W
Zechtl Rupert,Zechtl,Rupert,NA,SPÖ,V,T
Zehetgruber Franz,Zehetgruber,Franz,NA,CSP,II,2
"Zeidler Viktor, Dr.",Zeidler,Viktor,Dr.,GdP,I,N
Zeillinger Gustav,Zeillinger,Gustav,NA,WdU,VII,S
Zeininger Sylvester,Zeininger,Sylvester,NA,CSP,IV,N
Zelenka Franz,Zelenka,Franz,NA,SdP,I,W
Zellot Roland,Zellot,Roland,NA,F,XXI,K
"Zernatto Christof, Dr.",Zernatto,Christof,Dr.,ÖVP,XVII,K
Zierler Theresia,Zierler,Theresia,NA,F,XXI,BWV
"Zinggl Wolfgang, Mag. Dr.",Zinggl,Wolfgang,Mag. Dr.,GRÜNE,XXII,BWV
Zingl Josef,Zingl,Josef,NA,CSP,IV,St
Zingler Franz,Zingler,Franz,NA,SPÖ,VIII,St
Zipser Ella,Zipser,Ella,NA,SPÖ,XVI,B
"Zittmayr Hermann, Dipl.-Ing. Dr.",Zittmayr,Hermann,Dipl.-Ing. Dr.,ÖVP,XI,O
Zodl Ernst,Zodl,Ernst,NA,SPÖ,XIV,N
Zopf Bettina,Zopf,Bettina,NA,ÖVP,XXVII,O
Zorba Süleyman,Zorba,Süleyman,NA,GRÜNE,XXVII,N
Zwanzger Johann,Zwanzger,Johann,NA,SdP,I,St
Zwenk Heinrich,Zwenk,Heinrich,NA,SdP,II,St
Zwerschitz Barbara,Zwerschitz,Barbara,NA,GRÜNE,XXIII,St
Zweytick Johannes,Zweytick,Johannes,NA,ÖVP,XIX,St
